city_id,city,state,country,continent,population,area_km2,population_density,internet_pct,electricity_access_pct,unemployment_pct,literacy_pct,median_age,annual_rainfall_mm,avg_temperature_c,air_quality_index,hospitals,schools,crime_rate,green_space_pct,public_transport_pct,tourism_index,cost_of_living_index,avg_income_usd,city_score,developed,population_density_check
384,Salzburg,Salzburg,Austria,Europe,372513,31.45,11845.16,,92.01,4.43,93.41,30.0,77.13,15.2,127.9,92,258,44.81,33.76,32.8,27.2,57.39,47821.01,54.97,0,11844.610492845788
484,Shah Alam,Selangor,Malaysia,Asia,2509472,196.52,12769.39,,88.48,6.36,84.59,41.9,80.13,23.1,108.5,95,267,44.16,21.65,51.37,42.64,65.6,14578.34,57.81,0,12769.55017301038
430,Zlín,Zlín,Czechia,Europe,1297193,162.85,7965.59,89.18,98.32,13.79,78.88,38.8,193.31,27.4,61.0,92,236,36.12,64.21,37.99,36.12,31.33,22296.97,66.23,1,7965.5695425237955
149,Kermanshah,Kermanshah,Iran,Asia,1417479,319.25,4440.0,93.29,89.21,5.04,84.91,44.7,171.58,13.2,88.9,99,258,30.18,39.48,67.43,71.35,62.22,13563.77,69.77,1,4440.028191072827
26,Chengdu,Sichuan,China,Asia,772559,77.31,9992.57,72.53,100.0,1.0,88.82,34.1,73.28,18.0,,92,223,42.01,36.05,53.58,23.27,52.56,24856.34,60.47,0,9993.002198939335
256,Bien Hoa,Dong Nai,Vietnam,Asia,3745436,239.21,15657.59,68.57,97.29,1.77,,36.1,177.89,22.5,144.8,88,231,44.07,12.41,89.21,62.79,72.32,22215.53,61.04,0,15657.522678817775
43,Osaka,Osaka,Japan,Asia,1540574,56.51,27259.99,88.48,93.37,14.17,78.79,28.7,115.53,23.8,45.7,103,289,24.52,26.0,80.48,81.22,55.4,16070.42,75.18,1,27261.97133250752
393,Ghent,Flanders,Belgium,Europe,799395,68.6,11653.79,69.86,79.63,1.0,81.06,29.2,188.7,27.3,75.6,80,250,34.34,38.34,34.24,78.86,107.36,21267.2,61.45,0,11652.988338192421
196,Málaga,Andalusia,Spain,Europe,549950,44.94,12238.1,100.0,95.1,1.0,91.54,40.4,74.17,20.9,96.5,74,268,16.58,45.98,83.56,66.51,51.69,29692.05,75.21,1,12237.427681352916
282,Valparaíso,Valparaíso,Chile,South America,1110443,20.0,55522.15,45.44,91.95,6.55,75.39,38.6,133.83,18.5,69.6,97,247,36.03,34.88,23.39,52.07,33.99,18384.91,53.52,0,55522.15
127,Maiduguri,Borno State,Nigeria,Africa,796802,474.99,1677.5,100.0,67.56,15.33,95.53,33.7,79.3,24.9,82.1,84,251,50.78,28.56,53.43,68.5,59.69,22060.96,64.48,1,1677.513210804438
496,Yishun,Singapore,Singapore,Asia,1711225,280.21,6106.89,61.44,94.92,15.34,74.34,33.7,58.18,15.1,77.7,87,237,27.96,2.64,81.84,48.48,40.51,24911.96,60.04,0,6106.937653902431
32,Rio de Janeiro,Rio de Janeiro,Brazil,South America,469243,73.23,6407.93,81.04,94.09,4.53,87.42,37.4,49.34,14.1,113.9,104,227,34.7,14.91,91.09,53.9,59.66,60774.89,65.15,1,6407.797350812508
114,Yekaterinburg,Sverdlovsk Oblast,Russia,Europe,1879135,25.89,72575.3,74.39,91.79,7.29,78.08,38.7,253.5,19.7,,66,235,51.11,34.4,43.54,37.96,63.22,72037.72,57.18,0,72581.49864812668
353,Łódź,Łódź Voivodeship,Poland,Europe,2983481,62.12,48028.26,58.62,88.01,6.35,95.68,39.0,102.07,19.2,84.0,106,262,53.39,9.91,24.92,79.61,27.97,64737.55,55.83,0,48027.70444301352
211,Sydney,New South Wales,Australia,Oceania,1186304,274.76,4317.58,91.3,85.19,9.66,81.49,34.2,175.88,16.6,50.0,78,262,23.99,39.09,77.09,100.0,50.19,35578.94,77.75,1,4317.600815256952
308,Barcelona,Anzoátegui,Venezuela,South America,346554,403.45,858.98,96.49,90.99,6.55,62.84,38.2,223.32,15.8,137.9,113,250,57.15,23.26,64.43,86.78,15.0,20231.61,64.18,1,858.9763291609866
58,Zapopan,Jalisco,Mexico,North America,428367,490.26,873.75,84.17,98.72,1.0,90.4,31.2,130.03,31.5,86.1,69,254,23.37,43.9,64.29,29.49,21.1,26009.58,65.8,1,873.7547423815935
363,Malmö,Skåne,Sweden,Europe,1134370,298.81,3796.23,52.0,100.0,5.09,74.17,35.3,76.14,17.4,80.3,83,253,21.33,2.0,5.0,60.72,45.24,18053.81,51.79,0,3796.2919581004653
25,Shenzhen,Guangdong,China,Asia,4895472,71.64,68333.07,46.38,86.76,1.17,100.0,33.0,72.32,21.2,123.3,86,242,43.2,36.1,58.0,50.7,18.4,53286.21,56.2,0,68334.33835845896
18,San Diego,California,USA,North America,604180,42.15,14335.73,73.89,100.0,3.86,96.36,40.3,158.07,19.6,97.3,104,281,34.38,71.3,50.53,33.94,45.51,22386.28,64.3,1,14334.045077105577
250,Nakhon Si Thammarat,Nakhon Si Thammarat,Thailand,Asia,492312,34.07,14449.78,54.61,99.93,11.16,89.5,35.1,139.58,24.3,198.4,84,263,40.91,13.1,81.11,54.74,71.58,43304.4,59.63,0,14450.014675667742
67,Pasig,Metro Manila,Philippines,Asia,1025152,77.58,13214.59,61.92,79.37,10.36,84.01,35.5,230.48,17.4,77.4,102,239,52.94,27.85,64.24,8.15,28.57,,51.65,0,13214.127352410414
249,Nonthaburi,Nonthaburi,Thailand,Asia,829255,2008.35,412.9,75.43,86.08,6.28,80.33,39.2,78.31,20.8,89.9,95,257,31.24,8.28,29.79,100.0,49.29,25748.23,61.42,0,412.9036273557896
156,Stuttgart,Baden-Württemberg,Germany,Europe,1655146,644.15,2569.51,79.66,75.33,8.9,76.14,29.3,152.15,22.0,86.6,86,261,46.93,41.84,72.17,29.06,47.25,22344.5,58.04,0,2569.5039975161067
95,Faisalabad,Punjab,Pakistan,Asia,334011,20.34,16420.14,68.16,94.78,6.88,65.92,45.0,154.23,29.8,101.8,85,262,46.86,8.6,87.35,39.72,54.67,32461.38,56.22,0,16421.386430678467
246,Udon Thani,Udon Thani,Thailand,Asia,3050567,30.34,100534.94,79.02,83.25,4.02,93.6,36.0,98.96,18.3,112.6,79,253,43.0,30.53,57.27,4.48,58.53,39531.63,54.15,0,100546.04482531312
433,Trondheim,Trøndelag,Norway,Europe,3856642,96.44,39990.37,64.98,82.37,2.43,93.78,32.0,94.83,  ,165.1,83,250,21.95,21.57,41.29,3.91,30.98,23267.56,50.73,0,39990.06636250518
24,Guangzhou,Guangdong,China,Asia,993168,94.2,10542.65,87.24,89.12,6.22,64.0,29.4,280.87,11.6,,86,273,37.03,40.68,61.6,12.81,22.18,6017.37,60.39,0,10543.184713375796
318,Buraidah,Al-Qassim Province,Saudi Arabia,Asia,1535097,54.74,28043.94,83.64,100.0,  ,89.8,30.0,253.0,20.2,84.1,88,232,17.27,2.0,65.82,48.94,62.18,24428.71,65.15,1,28043.423456339056
480,Porirua,Wellington,New Zealand,Oceania,1874425,1476.86,1269.2,100.0,95.89,5.38,100.0,34.1,408.27,20.0,54.1,85,257,35.55,26.24,65.33,51.66,60.34,80594.15,72.6,1,1269.1961323348185
324,Al Ain,Abu Dhabi,UAE,Asia,144834,232.96,621.71,54.56,97.45,6.55,71.69,38.7,334.32,15.7,109.3,81,267,47.26,54.59,44.16,45.8,62.86,27521.96,55.03,0,621.7118818681319
6,Chennai,Tamil Nadu,India,Asia,698370,29.9,23357.74,83.1,95.99,10.99,91.19,31.2,161.58,9.8,60.6,92,252,40.0,6.69,86.2,69.32,75.64,13889.61,70.26,1,23356.85618729097
117,Chelyabinsk,Chelyabinsk Oblast,Russia,Europe,2455448,138.75,17696.88,,100.0,6.75,81.92,30.0,179.27,14.3,112.8,101,236,35.07,22.93,87.18,50.26,59.62,19851.08,67.71,1,17696.922522522524
46,Fukuoka,Fukuoka,Japan,Asia,1025627,136.82,7496.01,65.11,88.63,2.52,77.13,31.8,84.12,6.0,98.2,103,242,46.43,46.68,71.88,52.15,54.79,43181.46,59.88,0,7496.177459435756
395,Liège,Wallonia,Belgium,Europe,880507,221.84,3969.12,49.93,88.34,2.95,75.38,37.5,74.8,8.7,35.2,90,258,47.52,25.97,60.45,68.69,64.0,11931.36,61.79,0,3969.108366390191
17,San Antonio,Texas,USA,North America,2346243,158.98,14758.51,78.78,83.85,6.39,82.11,30.2,243.95,13.8,143.6,96,234,29.89,36.89,76.11,50.11,78.65,23644.07,62.96,1,14758.101648006039
471,Auckland,Auckland,New Zealand,Oceania,906371,155.67,5822.56,79.64,88.64,4.66,92.28,24.7,190.71,11.2,136.7,87,223,31.69,40.53,38.05,11.04,63.69,23614.62,55.59,0,5822.3871009186105
362,Gothenburg,Västra Götaland,Sweden,Europe,284275,161.32,1762.17,91.74,80.15,2.51,88.33,20.4,556.58,15.3,70.0,84,259,46.13,28.01,25.95,70.5,71.48,15123.86,62.6,1,1762.1807587403919
4,Hyderabad,Telangana,India,Asia,267666,281.62,950.45,87.51,94.3,7.51,86.84,24.7,107.17,8.6,76.0,95,242,29.88,32.91,47.39,14.7,95.44,46636.78,60.62,0,950.4509622896101
361,Stockholm,Stockholm County,Sweden,Europe,450440,94.39,4771.91,72.33,97.56,12.78,67.31,33.7,283.14,14.5,83.0,98,268,30.98,25.07,35.79,100.0,40.7,43582.05,64.13,1,4772.115690221422
421,Prague,Prague,Czechia,Europe,875100,120.56,7258.78,74.74,80.06,1.0,74.78,34.0,122.15,18.6,118.5,76,239,19.43,27.03,60.14,,15.0,10172.02,57.76,0,7258.626410086264
61,Manila,Metro Manila,Philippines,Asia,1120538,20.43,54840.77,75.69,87.08,1.0,85.59,41.1,101.53,22.2,71.4,88,233,5.0,36.82,45.12,59.64,63.81,18883.43,66.17,1,54847.674987763094
111,Moscow,Moscow,Russia,Europe,427492,169.77,2518.12,100.0,93.88,8.06,65.32,35.4,141.84,28.1,,84,256,37.27,29.81,54.46,15.0,57.35,75674.57,60.49,0,2518.0656181893146
323,Sharjah,Sharjah,UAE,Asia,376216,354.69,1060.69,77.67,,11.06,88.76,35.0,29.18,9.4,93.9,86,212,59.2,30.48,43.53,93.54,85.55,39991.12,64.75,1,1060.6896162846429
267,Mar del Plata,Buenos Aires,Argentina,South America,1307491,128.44,10180.11,65.46,78.83,8.93,63.79,18.0,74.24,30.2,103.6,80,238,16.02,16.23,59.08,45.76,63.36,63016.48,54.32,0,10179.780442229836
30,Nanjing,Jiangsu,China,Asia,5750043,169.16,33992.56,93.68,97.17,4.59,76.58,35.6,167.98,17.3,80.8,102,242,21.26,40.87,47.88,90.3,92.71,,71.99,1,33991.74154646489
481,Kuala Lumpur,Kuala Lumpur,Malaysia,Asia,1911444,137.43,13908.98,84.75,92.71,13.77,81.1,31.0,101.38,22.9,107.2,86,241,33.56,16.98,55.14,17.76,38.71,17516.97,56.16,0,13908.491595721458
174,Glasgow,Scotland,United Kingdom,Europe,322277,32.28,9984.33,63.03,95.5,1.63,86.85,34.2,126.43,1.1,110.4,77,239,8.69,55.85,48.52,26.0,55.01,42209.11,60.01,0,9983.798017348203
27,Tianjin,Tianjin,China,Asia,5152773,187.22,27521.87,45.3,100.0,8.76,81.3,38.4,213.13,19.5,48.5,81,246,35.15,26.78,64.64,21.25,50.78,18630.4,57.74,0,27522.55635081722
8,Pune,Maharashtra,India,Asia,1857764,80.14,23181.89,72.38,90.57,2.06,85.59,40.4,148.17,14.1,93.2,86,232,29.32,29.31,79.01,90.41,51.1,29092.18,68.8,1,23181.482405789866
461,Dublin,Leinster,Ireland,Europe,6057903,150.49,40254.06,92.44,92.64,1.46,69.31,34.6,149.04,4.1,129.6,91,249,44.13,48.54,100.0,75.98,45.37,32742.81,71.17,1,40254.521895142534
109,Depok,West Java,Indonesia,Asia,222883,254.76,874.89,97.55,88.82,3.31,90.27,26.2,67.21,20.3,56.4,89,237,32.6,22.28,29.79,38.43,65.29,32503.38,63.61,1,874.8743915842362
38,Curitiba,Paraná,Brazil,South America,3789757,47.46,79855.09,69.63,74.13,10.49,65.78,33.4,116.72,18.9,120.5,95,243,35.59,23.73,77.28,12.93,18.51,51905.95,51.32,0,79851.601348504
158,Leipzig,Saxony,Germany,Europe,1436034,293.75,4888.58,100.0,73.4,3.26,72.49,32.4,102.85,20.0,108.2,89,255,35.57,18.4,26.89,40.34,59.96,44807.78,54.46,0,4888.626382978723
475,Tauranga,Bay of Plenty,New Zealand,Oceania,442540,204.21,2167.03,75.14,77.6,2.87,83.19,26.1,56.95,9.1,68.3,92,243,39.57,12.21,45.76,100.0,60.26,16116.63,64.07,1,2167.0829048528476
119,Omsk,Omsk Oblast,Russia,Europe,650842,545.54,1193.02,83.28,94.24,7.36,74.29,29.1,90.11,30.6,105.5,101,245,29.56,50.76,67.1,59.52,45.24,21445.15,65.95,1,1193.023426329875
115,Kazan,Tatarstan,Russia,Europe,536810,118.17,4542.67,79.53,84.22,8.46,63.43,35.7,172.73,32.9,76.8,79,292,37.11,15.35,43.72,86.97,30.93,,61.26,0,4542.692730811543
176,Leeds,England,United Kingdom,Europe,1705468,130.66,13052.86,54.0,74.85,6.71,85.65,23.4,195.59,22.9,69.9,89,288,29.94,31.19,74.55,33.14,24.24,53299.75,57.61,0,13052.716975355886
266,San Miguel de Tucumán,Tucumán,Argentina,South America,202073,302.69,667.59,76.27,89.56,9.66,75.06,36.4,168.53,21.1,102.4,92,263,60.48,21.92,64.06,40.62,50.12,32619.73,55.28,0,667.5906042485711
415,Larissa,Thessaly,Greece,Europe,3228102,82.69,39037.93,98.52,100.0,10.94,85.57,27.4,214.34,22.5,130.1,95,266,31.83,30.54,75.31,82.49,48.13,55059.29,72.63,1,39038.60200749789
145,Shiraz,Fars,Iran,Asia,858270,48.77,17599.31,78.22,76.08,3.62,96.47,31.6,304.25,14.7,10.0,79,257,68.58,41.56,36.02,54.56,44.02,46441.54,64.78,1,17598.318638507277
375,Bern,Bern,Switzerland,Europe,181326,191.35,947.6,77.64,80.36,5.08,83.17,34.0,136.53,20.3,95.7,104,252,27.68,51.01,75.96,100.0,82.61,53565.34,70.89,1,947.6143193101647
441,Copenhagen,Capital Region,Denmark,Europe,1486016,90.99,16331.54,68.03,78.25,6.78,98.43,45.9,88.52,7.3,82.3,86,242,28.53,39.62,48.46,64.95,65.55,51819.64,62.93,1,16331.64083965271
204,Calgary,Alberta,Canada,North America,1136024,209.34,5426.81,76.46,67.75,8.92,93.86,40.6,40.2,24.5,93.8,81,275,48.14,13.26,51.04,46.28,39.35,53028.68,54.46,0,5426.693417407088
223,Durban,KwaZulu-Natal,South Africa,Africa,122916,131.18,937.0,84.16,84.37,6.84,64.65,24.0,244.05,unknown,106.1,85,257,28.83,60.66,59.56,45.29,41.58,74803.52,61.78,0,937.002591858515
226,Bloemfontein,Free State,South Africa,Africa,5184473,138.13,37532.05,85.86,91.98,7.44,,30.4,115.2,18.6,132.4,84,264,21.97,26.6,65.15,48.38,29.39,34928.4,63.22,1,37533.28748280605
453,Tampere,Pirkanmaa,Finland,Europe,1938702,773.57,2506.18,76.42,73.24,8.66,79.05,45.6,76.34,24.9,90.6,103,260,39.14,38.59,80.22,49.83,87.82,20698.91,61.22,0,2506.175265328283
142,Mashhad,Razavi Khorasan,Iran,Asia,2419803,40.87,59203.43,,96.03,5.17,81.12,52.2,149.73,15.7,64.7,94,251,18.17,19.92,74.58,100.0,52.48,38624.99,67.57,1,59207.315879618305
371,Zurich,Zurich,Switzerland,Europe,1589395,111.21,14291.75,55.28,99.72,2.1,63.56,32.5,122.3,16.7,148.5,92,236,15.16,41.51,64.0,78.38,28.18,73703.74,63.04,1,14291.835266612716
68,Taguig,Metro Manila,Philippines,Asia,625986,69.24,9040.19,84.83,92.62,6.37,86.4,36.6,110.89,22.5,74.7,100,250,40.31,2.17,48.9,19.61,38.1,47396.78,56.66,0,9040.814558058926
219,Wollongong,New South Wales,Australia,Oceania,846654,94.21,8987.17,60.07,97.06,3.9,92.39,47.4,264.98,30.5,60.0,88,239,47.88,52.54,29.29,83.36,15.0,35554.45,65.28,1,8986.880373633372
169,Bordeaux,Nouvelle-Aquitaine,France,Europe,713031,94.01,7584.93,71.82,93.82,3.55,81.8,28.5,258.88,25.2,60.5,70,247,12.88,47.89,61.87,73.72,66.39,52808.01,71.28,1,7584.629294755877
74,Shubra El Kheima,Qalyubia Governorate,Egypt,Africa,489091,180.76,2705.77,54.11,90.87,5.45,83.83,38.6,40.89,18.3,68.3,87,256,55.28,18.38,15.79,8.44,26.53,19804.93,45.9,0,2705.7479530869664
382,Graz,Styria,Austria,Europe,3102285,407.3,7616.7,34.99,100.0,9.66,90.94,35.9,142.75,22.7,76.2,103,269,22.26,33.25,46.51,35.44,34.89,17227.8,55.88,0,7616.707586545544
221,Johannesburg,Gauteng,South Africa,Africa,1092327,87.89,12427.66,77.33,100.0,6.87,83.76,42.6,135.12,16.5,126.9,94,223,36.03,5.5,91.21,48.3,39.84,25063.88,63.14,1,12428.342245989305
194,Seville,Andalusia,Spain,Europe,126528,474.11,266.87,89.25,85.68,6.65,78.34,26.9,124.17,26.8,88.7,86,264,31.8,10.08,45.82,34.37,78.38,44496.06,57.24,0,266.8747758958891
272,Medellín,Antioquia,Colombia,South America,4681928,150.88,31030.51,99.74,91.72,2.14,87.77,32.0,62.25,8.5,110.9,86,254,52.17,29.2,66.55,53.03,49.16,22198.05,64.83,1,31030.80593849417
110,Bekasi,West Java,Indonesia,Asia,2059624,20.0,102981.2,90.6,87.16,7.35,68.69,29.1,155.76,11.6,116.2,80,229,19.57,33.56,100.0,3.28,67.74,15337.83,61.45,0,102981.2
358,Bydgoszcz,Kuyavian-Pomeranian,Poland,Europe,1839429,144.08,12767.04,70.39,100.0,7.8,83.26,30.9,123.79,17.4,84.8,100,262,30.26,22.49,65.5,74.51,51.99,62680.58,65.95,1,12766.71987784564
146,Tabriz,East Azerbaijan,Iran,Asia,1043401,72.58,14376.55,88.35,91.53,3.72,80.44,36.2,88.26,25.2,68.0,85,270,30.11,22.82,100.0,33.82,28.51,12647.73,68.15,1,14375.874896665748
93,Islamabad,Islamabad Capital Territory,Pakistan,Asia,7431950,72.0,103217.86,89.92,89.26,7.03,86.7,39.6,89.98,15.8,156.1,90,268,43.93,34.3,5.0,55.18,51.24,22953.32,56.79,0,103221.52777777778
153,Munich,Bavaria,Germany,Europe,6374955,20.6,309455.8,82.09,96.36,3.11,94.87,36.5,143.52,17.3,39.4,95,232,16.84,5.05,11.09,15.79,79.66,32446.45,58.88,0,309463.8349514563
228,Pietermaritzburg,KwaZulu-Natal,South Africa,Africa,2590385,718.27,3606.43,69.35,85.71,8.82,80.3,33.6,72.37,20.7,120.4,67,239,38.11,32.91,7.61,53.93,35.61,28123.37,52.38,0,3606.422375986746
239,Changwon,South Gyeongsang,South Korea,Asia,238024,38.0,6263.79,87.27,82.8,2.89,,39.5,183.43,19.0,76.6,94,249,16.86,40.3,86.37,57.74,68.93,27090.51,72.68,1,6263.789473684211
84,Rajshahi,Rajshahi Division,Bangladesh,Asia,411624,75.06,5484.07,78.93,83.97,7.13,85.4,30.9,37.25,16.5,50.6,87,286,42.11,6.7,21.9,44.76,56.48,28668.89,56.9,0,5483.932853717026
254,Da Nang,Da Nang,Vietnam,Asia,9330094,40.98,227660.95,82.53,85.34,1.0,83.14,39.8,68.35,25.1,81.6,79,268,35.2,29.44,5.0,54.18,21.2,60283.32,56.54,0,227674.3289409468
166,Nantes,Pays de la Loire,France,Europe,218457,44.57,4901.38,65.09,84.04,11.49,83.19,36.0,138.13,23.0,141.6,102,252,37.7,34.32,67.43,34.33,92.69,41658.72,56.52,0,4901.435943459726
164,Toulouse,Occitanie,France,Europe,853976,48.36,17659.78,55.39,100.0,9.03,67.71,38.1,97.41,7.6,83.1,90,246,46.75,45.35,50.26,72.76,44.88,8292.5,60.14,0,17658.726220016542
200,Alicante,Valencian Community,Spain,Europe,983522,93.37,10533.73,62.13,93.04,3.25,73.38,31.5,175.57,24.0,87.5,77,255,32.07,25.83,66.2,87.74,15.0,26275.58,63.92,1,10533.597515261861
341,Amsterdam,North Holland,Netherlands,Europe,8081274,20.0,404063.7,66.03,85.13,12.42,80.32,31.9,125.92,11.9,116.2,81,244,28.44,27.38,24.93,52.93,56.58,19380.66,54.06,0,404063.7
75,Port Said,Port Said Governorate,Egypt,Africa,1454021,126.78,11469.17,64.31,76.46,6.73,81.27,41.6,93.37,30.5,83.3,93,249,31.52,42.97,70.07,58.92,47.24,27332.25,61.68,0,11468.85155387285
313,Mecca,Makkah Province,Saudi Arabia,Asia,1548635,628.88,2462.54,67.87,93.74,11.98,77.79,33.0,210.58,18.5,110.0,105,252,21.72,30.47,88.28,24.73,35.24,78225.41,60.3,0,2462.5286223126827
245,Hat Yai,Songkhla,Thailand,Asia,1327801,924.49,1436.25,93.67,97.71,8.47,92.2,36.9,142.06,18.2,60.5,88,229,41.73,42.08,57.23,28.48,51.34,10940.49,67.14,1,1436.2524202533289
478,Palmerston North,Manawatū-Whanganui,New Zealand,Oceania,796245,35.1,22688.2,56.14,93.17,7.35,80.75,32.7,102.76,15.9,94.4,125,276,41.72,34.22,98.44,24.52,71.27,27902.53,58.58,0,22685.042735042734
120,Rostov-on-Don,Rostov Oblast,Russia,Europe,5132887,86.54,59310.07,63.17,,9.59,98.57,26.5,273.03,-0.7,113.1,99,230,37.89,27.48,52.33,76.94,71.51,99886.46,60.95,0,59312.30644788536
457,Jyväskylä,Central Finland,Finland,Europe,741158,322.54,2297.85,100.0,100.0,10.48,87.31,35.4,258.54,6.2,49.0,89,239,35.72,21.42,40.46,76.05,22.3,22496.46,71.89,1,2297.879332795932
413,Patras,Western Greece,Greece,Europe,2096085,55.8,37565.69,54.48,,1.0,81.99,34.8,40.23,18.3,102.7,83,254,20.99,37.77,46.77,78.83,50.73,23399.9,61.66,0,37564.24731182796
263,Rosario,Santa Fe,Argentina,South America,2520616,138.68,18175.76,89.94,84.7,7.05,76.66,36.0,78.63,15.2,93.4,82,236,55.24,30.05,56.58,57.53,73.08,35343.67,60.5,0,18175.77156042688
359,Lublin,Lublin Voivodeship,Poland,Europe,173343,46.37,3738.25,71.84,94.93,11.34,78.6,27.9,232.63,27.5,115.4,79,230,25.52,24.44,48.33,94.25,40.52,25132.28,64.55,1,3738.2574940694417
406,Funchal,Madeira,Portugal,Europe,9438410,84.28,111986.87,88.42,79.39,1.0,82.41,26.5,146.44,19.2,38.7,90,247,29.38,24.48,38.85,54.02,36.92,34240.57,65.04,1,111988.72804935928
306,Ciudad Guayana,Bolívar,Venezuela,South America,3612749,38.36,94171.99,40.79,71.79,4.53,83.09,37.1,78.69,18.9,119.6,92,227,31.88,45.14,74.63,58.08,61.87,21928.82,55.91,0,94180.1094890511
423,Ostrava,Moravian-Silesian,Czechia,Europe,1354883,60.68,22328.65,83.86,71.78,12.7,,40.4,114.14,25.8,42.6,83,259,35.6,25.1,81.2,73.19,45.62,38192.37,68.12,1,22328.32893869479
332,Tel Aviv,Tel Aviv District,Israel,Asia,5731215,208.0,27554.04,61.88,91.57,1.0,91.81,33.8,45.8,28.0,103.4,103,242,53.54,38.99,42.31,81.8,82.61,,60.15,0,27553.91826923077
389,Sankt Pölten,Lower Austria,Austria,Europe,98548,144.93,679.95,83.05,75.39,10.99,78.03,24.7,151.32,16.6,125.1,89,267,52.7,2.47,63.12,67.63,46.16,32806.36,56.96,0,679.9696405161112
278,Pereira,Risaralda,Colombia,South America,1788685,36.15,49483.9,100.0,93.11,14.04,77.36,21.3,195.53,17.3,61.9,101,232,46.12,34.34,86.42,29.31,66.02,77457.39,68.06,1,49479.52973720609
37,Manaus,Amazonas,Brazil,South America,701677,98.11,7152.2,92.79,98.49,4.65,73.35,34.8,148.72,8.5,83.2,93,253,14.75,53.49,88.44,60.0,69.72,47107.46,74.24,1,7151.941698093976
197,Murcia,Region of Murcia,Spain,Europe,118142,209.21,564.71,59.58,86.34,5.78,86.95,26.2,43.22,13.8,105.0,99,240,62.66,22.36,75.99,47.81,75.86,19149.5,55.41,0,564.7053200133837
140,Mersin,Mersin,Turkey,Europe,2031951,2026.09,1002.89,78.06,88.96,11.54,76.15,45.8,64.96,-3.0,,89,253,62.76,37.25,67.83,33.43,67.16,40308.84,56.52,0,1002.8927638949899
370,Norrköping,Östergötland,Sweden,Europe,1147863,255.8,4487.39,92.39,93.36,9.66,87.72,34.7,114.31,12.7,65.7,102,259,58.41,13.48,32.34,52.57,22.22,13394.61,60.81,0,4487.345582486318
474,Hamilton,Waikato,New Zealand,Oceania,2228444,132.33,16839.6,44.09,100.0,8.84,76.16,37.3,59.56,17.8,74.6,83,260,999.0,34.78,29.7,23.42,22.29,16169.79,51.91,0,16840.0513866848
381,Vienna,Vienna,Austria,Europe,1506892,122.47,12304.0,96.39,98.25,5.41,85.06,35.4,268.82,23.0,73.9,85,258,47.74,33.38,51.08,54.92,63.73,19947.69,66.74,1,12304.172450396016
290,Puerto Montt,Los Lagos,Chile,South America,1034002,99.14,10429.94,90.36,100.0,1.0,77.51,27.8,221.19,9.8,51.9,107,241,30.17,52.31,57.15,41.05,47.87,26652.84,69.78,1,10429.715553762357
60,Cancún,Quintana Roo,Mexico,North America,494450,289.54,1707.73,84.67,89.54,2.13,96.9,32.1,75.49,21.5,75.5,108,250,28.56,20.89,93.7,73.35,66.21,17262.04,72.76,1,1707.7087794432548
112,Saint Petersburg,Saint Petersburg,Russia,Europe,1521604,139.45,10911.14,73.92,88.48,8.49,90.24,41.3,178.8,11.0,75.9,82,261,35.52,21.47,85.74,73.98,15.46,30726.78,68.32,1,10911.466475439227
90,Gazipur,Dhaka Division,Bangladesh,Asia,6023121,171.83,35051.89,73.85,86.44,8.37,88.24,39.8,170.72,22.5,50.8,84,217,51.77,2.68,83.5,43.24,41.08,27161.69,62.5,1,35052.79054879823
297,Iquitos,Loreto,Peru,South America,3254995,147.82,22020.02,54.37,87.73,16.79,87.6,36.7,165.3,18.3,170.0,101,254,51.23,33.69,47.84,83.58,51.18,40491.72,58.31,0,22019.990529021783
7,Kolkata,West Bengal,India,Asia,13529932,124.94,108290.7,88.05,69.93,6.12,97.22,22.2,79.65,24.6,100.0,99,234,23.7,33.79,56.0,56.04,15.0,40974.84,63.02,1,108291.43588922684
366,Örebro,Örebro County,Sweden,Europe,2760802,483.7,unknown,83.65,92.57,12.42,69.43,26.3,227.3,23.7,152.3,96,276,41.79,45.58,63.75,41.19,34.8,21799.24,60.66,0,5707.674178209634
350,Nijmegen,Gelderland,Netherlands,Europe,3169225,481.04,6588.29,76.36,97.61,9.5,91.76,28.5,144.94,25.3,43.5,87,253,37.26,47.43,36.79,78.9,60.89,28415.88,70.74,1,6588.277482122068
343,The Hague,South Holland,Netherlands,Europe,6946100,118.16,58785.9,84.58,99.79,1.0,87.8,44.1,150.52,21.8,124.6,98,264,29.98,38.1,78.67,43.92,47.86,27574.19,66.69,1,58785.545023696686
159,Dortmund,North Rhine-Westphalia,Germany,Europe,4043086,66.73,60585.72,41.24,98.52,9.21,80.2,25.3,91.47,18.4,54.4,105,254,12.63,16.28,66.31,17.04,63.87,57833.5,56.92,0,60588.73070582946
151,Berlin,Berlin,Germany,Europe,7631729,93.82,81345.42,80.76,85.93,6.25,71.43,35.6,116.37,13.6,58.4,82,258,49.12,41.16,59.17,9.83,26.03,24413.85,57.74,0,81344.37220208911
178,Edinburgh,Scotland,United Kingdom,Europe,1830662,129.02,14188.64,80.23,94.65,8.53,87.09,35.1,45.48,20.9,157.1,88,259,51.47,19.47,33.14,44.64,49.79,52587.82,55.67,0,14188.97845295303
400,Mechelen,Flanders,Belgium,Europe,258941,54.34,4764.89,56.85,80.24,8.85,90.09,31.0,101.8,23.3,100.3,73,247,43.25,12.06,65.36,100.0,59.3,47380.85,60.8,0,4765.200588884799
